id,pg
-728670320703262440,0.45240442592513475
-5366402801699120967,0.7034123011518778
6415418881970640241,0.15
-3889940218148190767,0.7073132215351345
5504191673227138432,0.6781796139537618
-5457617551481957792,0.6191114207186812
-8487967236198122687,0.5419612250168788
-7471318966717737256,0.8398486978202159
6471229923493769478,0.7209091240426521
-1056931649761894419,0.6533570131429715
-2649682812262455997,0.6756555431385464
-5035806924818970312,0.749839454357571
5880443871972331975,0.5054221690599804
-4800471161203554449,0.7330176550201152
-2406638095194767223,0.604730915133765
1134696605013258588,0.622850484375
-6508350888767005133,0.7208618152218256
-927828758945785616,0.43141390840657545
6558111353165420271,0.6277442929687499
1127912346970376645,0.5416473927378712
585166114876404227,0.7856011766439723
-4083455797757927658,0.7821673564685198
1590891448690353981,0.622850484375
3044306288866743320,0.6447879067817786
-8344972388798548539,0.5128162411084587
5662550125356786210,0.7881797679191271
5098328764019266591,0.7051370510692844
7678467146959799172,0.8107491813032826
1956973070642750713,0.6298241616210938
7027334918501662,0.15
1927986589086069128,0.7466292247812817
-2832401573396477842,0.641897366326247
6250606881168056081,0.40541177285879626
-874904291394987782,0.7569710674846254
-1248700164986033772,0.9045744124348958
-7334381068249944755,0.6056528971896701
-1196050482117522782,0.7941347533213298
516921879637828485,0.4856871922320557
8676249515844058099,0.622850484375
3755108765685856958,0.6843811541838367
-2108830708166927042,0.4963435250771604
1060728891792852272,0.7973328766493485
-7893580002654211787,0.584610282528159
-8522800702180179700,0.40976998250329555
7748309489038371285,0.5620336577577401
6244095838488474491,0.6202948287760416
4427494900041803087,0.7091247092246764
-6528763516357172258,0.5912717200511974
1020350061744611919,0.4905508179386646
7204591341222179609,0.6242705757936741
2299299867872631128,0.6005165794701571
-4353225989341646746,0.5057504421507282
319458595685905022,0.43897509122046985
4936954557655292301,0.6789120159989067
611864131479101427,0.5363583959311841
-5700253818367432336,0.5180796252966459
-885788598783875010,0.667854305297098
-2729377434281937543,0.8360758566707494
-2890449026475301686,0.7071938353949652
2991580368367915910,0.15
-2997627518280238683,0.5893131241197012
5877808251395291100,0.7195401169311457
4482840882210078256,0.47492430362767346
4699195092518872648,0.7411317988456896
-2540257969969796147,0.6296026262211458
3443622162508807164,0.5714092834917437
16548092367706416,0.6884993533877224
-1575919296276054383,0.6294301933232058
-2467400870413026877,0.5763469939140083
-432402444114697864,0.4909198486446108
2751307182925575828,0.6586993204977386
-5519126074296902105,0.6222625837227844
-4986589204212111401,0.7618563364702389
6322353557803728572,0.7941347533213295
4976187473533997888,0.6079447534268452
9018205074682211352,0.7419437021484373
-8789969450246423925,0.7655486764571318
-6514756443826699415,0.39984590671988984
8934929225006449228,0.7808506921475867
510523281880338536,0.7779413608233589
5093244745923607216,0.6572566236995873
1685889574844787674,0.5565476759253591
-7117943376895709790,0.7220117884869308
4177732857363300434,0.6284490632413058
-2827921800832995020,0.7361352239913962
-7777762049433156013,0.6517733769561389
-325050294241417418,0.7555714493808078
-43168860037714200,0.6669200584848813
-4812661735806879146,0.7022888680702551
8362344863942581233,0.7650685375264485
-3842616624387812836,0.15
5312294859967222169,0.5107355293753183
-5344445398236410001,0.622850484375
-2118192707143302784,0.3775985358886718
4321565105251002967,0.6327158326440625
6453288268783488533,0.8630613006953486
5763172312237097064,0.6900159949203218
-891915374933437811,0.659225749464388
-4747783542628022607,0.7708549231584396
8659600076684574549,0.7095658512379209
3724140250001749279,0.752503096453137
-3516572214574505469,0.7959828211407196
-158742609054995354,0.6491472600030457
273204583307160296,0.42851982053042526
8970362771583273985,0.5584855912552896
-8032635709433013515,0.42820041796874997
