source,target,lat,long,pg
-1685522065632287133,-6724518257834680737,-73.7975543,42.6497832
8306811902797148749,-3754846274095889168,-73.751613,42.647594000000005
5995744972719864670,9208007478683292648,-73.798854,42.661228
6539322691833270535,-8426757268954174317,-73.76891,42.651314
8159434633752723886,4616370214313635415,-73.84839120000001,42.692507500000005
411055096107254991,-2877833767258613750,-73.7769541,42.668680300000005
-3516572214574505469,7878671865643637790,-73.7619865,42.6650295
-2255214610433436798,-1565719445375625803,-73.82395700000001,42.675156
-982050550447050895,-8573681898763697392,-73.799966,42.683600000000006
-5621519214567662578,-7116791206027542380,-73.76250420000001,42.6451574
4954743695409329206,-7819330010043200341,-73.76557600000001,42.643369
3659069584813194527,-1287264323944464967,-73.7553231,42.651377000000004
181432102975307878,-1129049195220088728,-73.8014947,42.685082300000005
1694572532751538745,-7416257145366376799,-73.794667,42.669025000000005
5625025316803863077,7438312420542762629,-73.7669213,42.6339467
-8000022412905261793,-4171278465393747107,-73.812145,42.667184000000006
-7763808094886166680,-4897517928716350203,-73.81476400000001,42.656793
-8176444389559918192,427596954340085681,-73.736643,42.650105
8722072851284043657,-1746062156826638295,-73.75054850000001,42.653701500000004
-7986498373901062302,2433637137693471110,-73.837276,42.644573
-366305887280485882,8873932813729238419,-73.8030999,42.653864500000005
-4403967362089900019,1957949408357364374,-73.8318216,42.6503898
4802319539549161263,-8064222627744425268,-73.78527840000001,42.6410938
-6944087302027632247,4465803204985549863,-73.808183,42.660655000000006
3227677562822523933,-7527359826303332094,-73.77632,42.6602
-6003259087891792335,3419249727484216104,-73.797545,42.674804
-4304891573761362561,-2720522513757680760,-73.844876,42.643833
-879030154420948840,-2162600646642724265,-73.797317,42.663605000000004
4430050359105068710,-6665354310804380053,-73.8155716,42.679019000000004
8697687656202416599,5475430304240989556,-73.77981910000001,42.6448076
5121521029162930133,7385733554316464887,-73.73500580000001,42.665674100000004
7904475041051587381,3964282328493249305,-73.74474810000001,42.676897600000004
-8309131955612476711,1277628436087005303,-73.7315543,42.6560555
2692426607341768183,5530192287575103147,-73.82752,42.676328000000005
5975412261377670933,-7663445284514516620,-73.790447,42.660048
-9025576339896967280,6388422824371962284,-73.791872,42.671437000000005
-4696536208906717668,3520701311363815810,-73.82098,42.674924000000004
7397953493528386913,-5339307983483656153,-73.834123,42.647687000000005
5741017672305704525,-2016475237525359285,-73.7816913,42.6332657
-414174670584079882,4024811237625869384,-73.805334,42.664905000000005
-7104379248279358439,2421274101893637468,-73.79248,42.682205
-5756952306006995981,-6429353436530637375,-73.8057931,42.6709602
7103006900907984026,-5462547358594690985,-73.764757,42.637046000000005
-2835571740138163055,3684325247550170476,-73.803021,42.65934
6368218416901634469,2415532307491099759,-73.803622,42.670249000000005
